,id,title,rating,image_path,overview,vote_count,cast,country,release,tv_rating,duration,genre,description,ott
58,1668,Friends,8.4,/f496cm9enuEsZkSPzCwnTESEK5s.jpg,I'll be there for you,5278,"Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry, David Schwimmer",United States,2003,TV-14,10 Seasons,"Classic & Cult TV, TV Comedies","This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan.",netflix
59,80623,BAKI,8.1,/c79L7zCnRzDJerrlbIWkNCjA6tg.jpg,,830,"Nobunaga Shimazaki, Takayuki Sugo, Bin Shimada, Rikiya Koyama, Takuya Eguchi, Banjo Ginga, Takehito Koyasu, Kenjiro Tsuda, Chafurin, Issei Futamata, Mugihito, Yoshihisa Kawahara, Sora Amamiya, Toru Furuya",Japan,2020,TV-MA,3 Seasons,"Anime Series, International TV Shows","While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on.",netflix
60,12637,Rebelde,8.5,/iehrrb9CmYCiV1hXp5pdGQQmGNe.jpg,,4285,"Anahí, Dulce María, Alfonso Herrera, Christopher Von Uckermann, Maite Perroni, Christian Chávez, Juan Ferrara, Ninel Conde, Leticia Perdigón, Enrique Rocha",Mexico,2004,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Six students at an exclusive prep school, some on scholarship, discover that music can close the class divide.",netflix
61,1413,American Horror Story,8.1,/mckCh2GYSerIqyCyPSLIStLvmZF.jpg,,4203,,,2019,TV-MA,9 Seasons,"Drama, Horror, Suspense","In American Horror Story: 1984, five friends escape Los Angeles to work as camp counselors, but the past comes to haunt them.",amazon
62,114868,Record of Ragnarok,8.7,/kTs2WNZOukpWdNhoRlH94pSJ3xf.jpg,,909,"Miyuki Sawashiro, Tomoyo Kurosawa, Tomokazu Seki, Soma Saito, Kazuhiro Yamaji, Hikaru Midorikawa, Wataru Takagi, Takahiro Sakurai, Junichi Suwabe, Yukihiro Nozuyama, Hinata Tadokoro, Taisuke Nakano, Tomohiro Yamaguchi, Tatsuhisa Suzuki, Rie Tanaka, Yoshitsugu Matsuoka, Sho Hayami",,2021,TV-MA,1 Season,"Anime Series, International TV Shows","Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin.",netflix
63,129680,I Know What You Did Last Summer,7.5,/udvw5tHwEu8VI7e07qpVLZAw8o2.jpg,,94,"Madison Iseman, Brianne Tju, Ezekiel Goodman, Ashley Moore, Sebastian Amoruso",,2021,TV-MA,1 Season,"Drama, Horror, Young Adult Audience","I Know What You Did Last Summer is a murder mystery and modern coming-of-age story, all in one. In a sun-soaked Hawaiian town with a mysterious past, a group of friends is left with a dark secret after a tragic accident. One year later, a member of the group receives a threatening message, and the friends now know that someone intends to make them pay for last summer.",amazon
64,71790,S.W.A.T.,8.1,/7Bttz4hEspKlpU0Me57dkHNR3nf.jpg,Serve • Protect • Unite,702,,United States,2017,TV-14,3 Seasons,"Action, Adventure, Crime","S.W.A.T. stars Shemar Moore as a locally born and raised S.W.A.T. sergeant newly tasked to run a specialized tactical unit that is the last stop in law enforcement in Los Angeles. Torn between loyalty to where he was raised and allegiance to his brothers in blue, former Marine Daniel ""Hondo"" Harrelson has everything it takes to be an excellent leader and bridge the divide between his two worlds.",hulu
65,78191,You,8.2,/yxIdKGEjagaLs5kMjw92kAHmopH.jpg,Not everyone wants to be followed.,1796,"Penn Badgley, Elizabeth Lail, Shay Mitchell, John Stamos, Luca Padovan, Zach Cherry",United States,2019,TV-MA,2 Seasons,"Crime TV Shows, Romantic TV Shows, TV Dramas","Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life.",netflix
66,80968,Narcos: Mexico,7.9,/uYcZMiIIUv8NPebpqKbUGhf2M3y.jpg,The uncut story of Mexico’s first cartel.,843,"Michael Peña, Diego Luna, Tenoch Huerta, Joaquin Cosio, José María Yazpik, Matt Letscher, Alyssa Diaz","Mexico, United States",2020,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","Witness the birth of the Mexican drug war in the 1980s as a gritty new ""Narcos"" saga chronicles the true story of the Guadalajara cartel's ascent.",netflix
67,63639,The Expanse,8.0,/lLidDKUYF5pcmH7zaM6J6nyRQGG.jpg,The stars are better off without us.,1527,"Steven Strait, Cas Anvar, Dominique Tipper, Wes Chatham, Frankie Adams, Cara Gee, Nadine Nicole, Keon Alexander, Jasai Chase-Owens, Shohreh Aghdashloo","Canada, United States",2021,16+,5 Seasons,"Action, Science Fiction","In different parts of the Solar System, the crew of the Rocinante and their allies confront the sins of their past, while Marco Inaros unleashes an attack that will alter the future of Earth, Mars, the Belt, and the worlds beyond the Ring.",amazon
68,62688,Supergirl,7.3,/zsaiq8ZclPuneuN7loLEbsh1ANJ.jpg,Better. Stronger. Together.,3493,"Melissa Benoist, Mehcad Brooks, Chyler Leigh, Jeremy Jordan, David Harewood, Calista Flockhart, Emma Tremblay, Adrian Pasdar, Katie McGrath, David St. Louis, Odette Annable, Floriana Lima, Erica Durance",United States,2019,TV-14,5 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy","To avert a disaster, Kara Danvers reveals her powers and true identity: She is Superman's cousin, now known as Supergirl, protector of National City.",netflix
69,12926,Teresa,7.6,/17QQBTahkRE23bxJ4PmQ7tjMjyX.jpg,,1437,"Angelique Boyer, Sebastián Rulli, Aarón Díaz, Cynthia Klitbo, Ana Brenda Contreras, Daniel Arenas, Margarita Magaña, Manuel Landeta, Felicia Mercado, Silvia Mariscal",Mexico,2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","We all want so much more than we have, but how far are we willing to go to get it?",netflix
70,74428,Rosario Tijeras,7.4,/q03eQL8AUx49lVH6IT3IlmWzhQu.jpg,,1175,"Bárbara de Regil, José María de Tavira, Antonio Gaona, Hernán Mendoza, Vanessa Bauche, Christian Vasquez, José Sefami, Ariel López Padilla",Mexico,2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.,netflix
71,91557,Ragnarok,8.1,/xUtOM1QO4r8w8yeE00QvBdq58N5.jpg,This is where it all begins.,637,"David Stakston, Jonas Strand Gravli, Herman Tømmeraas, Theresa Frostad Eggesbø, Emma Bones, Henriette Steenstrup, Gísli Örn Garðarsson, Synnøve Macody Lund, Ylva Thedin Bjørkaas, Odd-Magnus Williamson","Norway, Denmark",2021,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas","In a Norwegian town poisoned by pollution and rattled by melting glaciers, the End Times feel all too real. It’ll take a legend to battle an old evil.",netflix
72,4604,Smallville,8.2,/pUhJGETy2sec4vEkiqJ9eGeIywc.jpg,Every story has a beginning.,2892,,"United States, Canada",2001,TV-14,10 Seasons,"Action, Adventure, Drama","After a meteor shower bursts from the heavens, raining destruction on the unsuspecting citizens of Smallville, years pass, and the healing process leaves the town's inhabitants with scars and secrets. From the ashes of tragedy, a popular yet awkward teen attempts to decipher the meaning of his life and his clouded past.",hulu
73,76479,The Boys,8.4,/mY7SeH4HFFxW1hiI6cWuwCRKptN.jpg,Never meet your heroes.,5205,"Karl Urban, Jack Quaid, Antony Starr, Erin Moriarty, Dominique McElligott, Jessie T. Usher, Laz Alonso, Chace Crawford, Tomer Capon, Karen Fukuhara, Nathan Mitchell, Aya Cash, Colby Minifie",United States,2020,18+,2 Seasons,Action,"All Episodes Available. In a more intense Season 2 of THE BOYS, Butcher, Hughie and the team reel from their losses in Season 1. On the run from the law, they struggle to fight back against the Superheroes. Meanwhile Vought, the hero management company, cashes in on the panic over Supervillains, and a new hero, Stormfront, shakes up the company and challenges an already unstable Homelander.",amazon
74,888,Spider-Man,8.3,/wXthtEN5kdWA1bHz03lkuCJS6hA.jpg,,700,"Christopher Daniel Barnes, Edward Asner, Linda Gray, Rodney Saulsberry, Liz Georges, Saratoga Ballantine",United States,1994,TV-Y7,5 Seasons,"Action-Adventure, Animation, Kids",A young man with spider-like abilities fights crime while trying to have a normal personal life.,disney
75,2004,Malcolm in the Middle,8.5,/ckLLIsNy3Z0Go1PYHA2PHzVymUA.jpg,,2746,,United States,2000,TV-PG,7 Seasons,"Comedy, Family, Sitcom","The Cleavers they ain't. Mom is a screaming control freak, Dad is a goofy human hairball, oldest son Francis escaped the family at a young age, Reese is just criminal, Dewey is a space cadet and young Jamie is the scapegoat. The middle kid, Malcolm (who delivers the narrative for the capers of this whacked-out clan) is a brainiac who doesn't want to be burdened by his genius.",hulu
76,95281,S.O.Z: Soldiers or Zombies,7.2,/arYdHX708nDq6oWNOSjw6NczWc5.jpg,,514,"Sergio Peris-Mencheta, Horacio García-Rojas, Toby Schmitz, Fátima Molina, Steve Wilcox, James Moses Black",,2021,16+,1 Season,Suspense,"Drug lord Alonso Marroquín escapes from a Mexican prison in an attempt to go into hiding. A US military secret experiment goes wrong and the elite unit from the Mexican Police that is after Marroquín gets infected, creating a new zombie species. The Army and the zombies end up at the drug lord’s hideout and a battle for human survival begins.",amazon
77,75006,The Umbrella Academy,8.7,/scZlQQYnDVlnpxFTxaIv2g0BWnL.jpg,Super. Dysfunctional. Family.,7490,,"United States, Canada",2020,TV-14,2 Seasons,"TV Action & Adventure, TV Mysteries, TV Sci-Fi & Fantasy","Reunited by their father's death, estranged siblings with extraordinary powers uncover shocking family secrets – and a looming threat to humanity.",netflix
78,103768,Sweet Tooth,8.0,/rgMfhcrVZjuy5b7Pn0KzCRCEnMX.jpg,The end of our world is the beginning of his.,858,"Nonso Anozie, Christian Convery, Adeel Akhtar, Stefania LaVie Owen, Dania Ramirez, Aliza Vellani, Will Forte, James Brolin, Neil Sandilands, Mia Artemis",United States,2021,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","On a perilous adventure across a post-apocalyptic world, a lovable boy who's half-human and half-deer searches for a new beginning with a gruff protector.",netflix
79,1405,Dexter,8.2,/58H6Ctze1nnpS0s9vPmAAzPcipR.jpg,A serial killer with a heart..... just pray it's not yours,2730,"Michael C. Hall, Jennifer Carpenter, Desmond Harrington, C.S. Lee, Lauren Vélez, David Zayas, James Remar",,2013,TV-MA,8 Seasons,"Drama, Suspense","DEXTER stars Michael C. Hall in his Golden Globe and SAG Award-winning role as Dexter Morgan. Season Eight begins six months after LaGuerta's murder - and Dexter is still managing life as a dad, brother, and serial killer. As Deb struggles to deal with the consequences of her actions, a mysterious woman comes to work with Miami Metro, offering first-hand information on Dexter's past.",amazon
80,15260,Adventure Time,8.4,/qk3eQ8jW4opJ48gFWYUXWaMT4l.jpg,"They’re not righteous, they’re wrongteous!",1838,,"United States, South Korea",2010,TV-PG,10 Seasons,"Adventure, Cartoons, Family","It's one crazy adventure after another for human boy, Finn, and his best friend, Jake, a 28-year old dog with magical powers. They're out to have the most fun possible and they sure do find it exploring the Land of Ooo! Whether it's saving Princess Bubblegum, battling zombie candy, taunting the Ice King or rocking out with Marceline the Vampire Queen, with Finn and Jake it's always ADVENTURE TIME!",hulu
81,37854,One Piece,8.8,/dum1wnm6kJOUos0XJqjB8s2UWi9.jpg,The Mermen have gone too far!,2620,,Japan,1999,TV-14,11 Seasons,"Adventure, Anime, International","Monkey D. Luffy refuses to let anyone or anything stand in the way of his quest to become king of all pirates. With a course charted for the treacherous waters of the Grand Line, this is one captain who’ll never drop anchor until he’s claimed the greatest treasure on Earth – the Legendary One Piece!",hulu
82,1412,Arrow,6.7,/gKG5QGz5Ngf8fgWpBsWtlg5L2SF.jpg,Heroes fall. Legends rise.,4830,"Stephen Amell, Katie Cassidy, David Ramsey, Willa Holland, Paul Blackthorne, Emily Bett Rickards, John Barrowman, Colton Haynes, Susanna Thompson, Anna Hopkins, Juliana Harkavy, Adrian Holmes, Kathleen Gati, Echo Kellum, Rick Gonzalez, Dominic Bogart, Manu Bennett",United States,2019,TV-14,8 Seasons,"Crime TV Shows, TV Action & Adventure","Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows.",netflix
83,39351,Grimm,8.2,/iOptnt1QHi6bIHmOq6adnZTV0bU.jpg,Mortal. Danger.,2274,"David Giuntoli, Bitsie Tulloch, Russell Hornsby, Silas Weir Mitchell, Reggie Lee, Sasha Roiz, Bree Turner, Claire Coffee",,2017,TV-14,6 Seasons,TV Shows,"Now that the nefarious forces of Black Claw have been silenced, Nick faces an all too familiar foe in Capt. Sean Renard. Having gained a seat of power as the mayor elect of Portland, Renard is poised to bring rise to his own brand of law and order. Nick must take a stand to protect his city and those closest to him, especially his child with Adalind. It will take the full force of Nick and his all",amazon
84,132559,The Croods: Family Tree,7.0,/c0x8dGn1eurgf2TxvLHsPBrJKks.jpg,,156,,,2021,TV-G,1 Season,"Adventure, Family, Kids","Following the events in the feature film THE CROODS: A NEW AGE, two very different families join forces to create a new community, an us-against-the-world, cave person co-op on the most amazing farm in the history of prehistory!",hulu
85,1419,Castle,8.0,/diXBeMzvfJb2iJg3G0kCUaMCzEc.jpg,A whole new chapter in crime solving.,1256,,,2009,TV-14,8 Seasons,"Comedy, Crime, Drama","Rick Castle, a famous crime novelist and rockstar of the literary world who finds inspiration for a new character from an unlikely source - the smart, beautiful, no-nonsense Det. Kate Beckett - whether she likes it or not. His fame gives him an all-access pass to her cases and he's working her last nerve. But somehow, together, they're the perfect partners in crime.",hulu
86,63926,One-Punch Man,8.4,/iE3s0lG5QVdEHOEZnoAxjmMtvne.jpg,,2380,,Japan,2015,TV-MA,2 Seasons,"Action, Adventure, Anime","Saitama only became a hero for fun, but after three years of “special” training, he finds that he can beat even the mightiest opponents with a single punch. Though he faces new enemies every day, it turns out being devastatingly powerful is actually kind of a bore. Can a hero be too strong?",hulu
87,45950,High School DxD,8.8,/5a9vaaLDAZTYjgfWIw7ZYhL1m1A.jpg,,1325,,Japan,2012,TV-MA,3 Seasons,"Anime, International, Science Fiction","After being killed by a fallen angel, Issei Hyodo is brought back to life by the gorgeous president of his high school's Occult Research Club, Rias Gremory, who turns out to be a high-ranking demon. With devilish new powers, Issei is bound to serve Rias.",hulu
88,76773,Station 19,8.2,/lcuCED5Ky2uM5VE6wILOwt5FEb0.jpg,Courage under fire.,1021,,United States,2018,TV-14,5 Seasons,"Action, Drama","In Seattle, all firefighters are also trained EMTs and the crew at Station 19 is second to none. Working in 24-hour shifts, these professionals spend so much time together that they build relationships, unlike any others.",hulu
89,79130,Another Life,5.9,/htazQ0cPoloL5SJ2bqOCKh9UTcc.jpg,Choose humanity,172,"Katee Sackhoff, Justin Chatwin, Samuel Anderson, Blu Hunt, AJ Rivera, Jake Abel, Alex Ozerov, Alexander Eling, Lina Renna, Selma Blair",United States,2019,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Action & Adventure","After a massive alien artifact lands on Earth, Niko Breckinridge leads an interstellar mission to track down its source and make first contact.",netflix
90,40075,Gravity Falls,8.4,/t9inzSLIttATX6RdnmDjL7T4WN7.jpg,Just west of weird.,1790,,United States,2012,TV-Y7,2 Seasons,"Cartoons, Comedy, Kids","Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer with their great uncle in the mysterious town of Gravity Falls, Oregon. Upon their arrival, Dipper and Mabel's huckster great uncle, also known as Grunkle Stan, enlists the siblings' help in running The Mystery Shack, a fun tourist trap he owns that overcharges unsuspecting customers. Although Dipper and Mabel quickly discover The Mystery Shack itself is a hoax, they sense there is something strange about their new town and together they begin to unlock the secrets of Gravity Falls.",hulu
91,2288,Prison Break,8.1,/5E1BhkCgjLBlqx557Z5yzcN0i88.jpg,Break in. Break out. Save your brother's life.,3454,,"United Kingdom, United States",2005,TV-14,5 Seasons,"Action, Adventure, Drama","Convinced that his wayward brother Lincoln Burrows (Dominic Purcell) was wrongly convicted of the sensational murder of the Vice President's brother, which landed him on Fox River State Penitentiary's death row, a desperate Michael Scofield (Wentworth Miller) attempted a daring bank robbery in order to get himself incarcerated in Fox River with Lincoln. Michael, an engineer with access to the prison's structural design, then masterminded an elaborate plan to free Lincoln by pulling off the ultimate Prison Break.",hulu
